"","subject","ordinal.item.number","type","question","answer","rt","sentence","item.id","Test","N1","Category"
"8094","1479097799",44,"ItemPronominalagreementplural33","NULL",2,267,"We found a bunch of newspapers and we took them.",33,"Pronominal agreement plural","lot","Measure Phrases"
"8095","1479097799",120,"Filler119","NULL",4,1221,"A dash of salt the soup.",119,"Filler","Filler",NA
"8096","1479097799",63,"ItemConfigurationAdjectives52","NULL",2,358,"A child held a bucket full with sponges on the beach. ",52,"Configuration Adjectives","pail","Arbitrary Containments"
"8097","1479097799",29,"ItemPronominalagreementsingular18","NULL",5,936,"We found many clocks and we watched it.",18,"Pronominal agreement singular","none","Quantifiers"
"8098","1479097799",116,"Filler115","NULL",3,342,"We built so many houses that the neighborhood.",115,"Filler","Filler",NA
"8099","1479097799",48,"ItemPronominalagreementplural37","NULL",4,298,"We found several pies and we brought them.",37,"Pronominal agreement plural","none","Quantifiers"
"8100","1479097799",114,"Filler113","NULL",4,615,"She voted the candidate.",113,"Filler","Filler",NA
"8101","1479097799",58,"ItemConfigurationParticiples47","NULL",5,2135,"We walked by a case decorated of silk handkerchiefs. ",47,"Configuration Participles","case","Full Containment"
"8102","1479097799",86,"ItemShapeModifier75","NULL",4,937,"She placed a short stack of sandwiches on the table.",75,"Shape Modifier","stack","Collections"
"8103","1479097799",23,"ItemPronominalagreementsingular12","NULL",3,1395,"We found a group of llamas and we photographed it.",12,"Pronominal agreement singular","group","Collections"
"8104","1479097799",98,"ItemAbstractNoun87","NULL",5,1171,"She offered a handful of ideas.",87,"Abstract Noun","couple","Measure Phrase"
"8105","1479097799",74,"ItemBreakableness63","NULL",5,359,"A stack of sandwiches broke.",63,"Breakableness","stack","Collections"
"8106","1479097799",78,"ItemOverflowing67","NULL",3,167,"We added so many silk handkerchiefs that the case of silk handkerchiefs overflowed.",67,"Overflowing","case","Full Containment"
"8107","1479097799",134,"Filler133","NULL",4,644,"They would not exist the new law after the referendum",133,"Filler","Filler",NA
"8108","1479097799",19,"ItemPronominalagreementsingular8","NULL",4,207,"We found a bucket of sponges and we grabbed it.",8,"Pronominal agreement singular","pail","Full Containment"
"8109","1479097799",111,"Filler110","NULL",4,590,"He played a slowly song.",110,"Filler","Filler",NA
"8110","1479097799",18,"ItemPronominalagreementsingular7","NULL",4,305,"We found a case of silk handkerchiefs and we cleaned it.",7,"Pronominal agreement singular","case","Full Containment"
"8111","1479097799",67,"ItemConfigurationAdjectives56","NULL",4,298,"A child held a bucket full of sponges on the beach.",56,"Configuration Adjectives","pail","Full Containment"
"8112","1479097799",46,"ItemPronominalagreementplural35","NULL",4,183,"We found a handful of notepads and we took them.",35,"Pronominal agreement plural","couple","Measure Phrases"
"8113","1479097799",100,"Filler99","NULL",5,682,"She refused of the cake.",99,"Filler","Filler",NA
"8114","1479097799",22,"ItemPronominalagreementsingular11","NULL",3,1069,"We found a stack of sandwiches and we packed it.",11,"Pronominal agreement singular","stack","Collections"
"8115","1479097799",106,"Filler105","NULL",4,1951,"We sent a package to.",105,"Filler","Filler",NA
"8116","1479097799",61,"ItemConfigurationAdjectives50","NULL",4,1490,"I noticed a pot full with flowers in the store. ",50,"Configuration Adjectives","pot","Arbitrary Containments"
"8117","1479097799",87,"ItemShapeModifier76","NULL",4,393,"She found a wide group of llamas in the valley.",76,"Shape Modifier","group","Collections"
"8118","1479097799",47,"ItemPronominalagreementplural36","NULL",3,322,"We found a ton of cookbooks and we read them.",36,"Pronominal agreement plural","handful","Measure Phrases"
"8119","1479097799",97,"ItemAbstractNoun86","NULL",5,1904,"She expressed a lot of thoughts.",86,"Abstract Noun","number","Measure Phrase"
"8120","1479097799",75,"ItemBreakableness64","NULL",4,801,"A group of llamas broke.",64,"Breakableness","group","Collections"
"8121","1479097799",81,"ItemOverflowing70","NULL",3,514,"We added so many blankets that the heap of blankets overflowed.",70,"Overflowing","heap","Collections"
"8122","1479097799",115,"Filler114","NULL",4,345,"They stumbled a gold mine.",114,"Filler","Filler",NA
"8123","1479097799",14,"ItemPronominalagreementsingular3","NULL",5,314,"We found a case with silk handkerchiefs and we cleaned it.",3,"Pronominal agreement singular","case","Arbitary Containment"
"8124","1479097799",107,"Filler106","NULL",6,839,"They received a package from.",106,"Filler","Filler",NA
"8125","1479097799",37,"ItemPronominalagreementplural26","NULL",4,1081,"We found a pot of flowers and we photographed them.",26,"Pronominal agreement plural","pot","Full Containment"
"8126","1479097799",123,"Filler122","NULL",4,1862,"He resolved to give smoking.",122,"Filler","Filler",NA
"8127","1479097799",59,"ItemConfigurationParticiples48","NULL",4,433,"A child held a bucket filled of sponges on the beach. ",48,"Configuration Participles","pail","Full Containment"
"8128","1479097799",17,"ItemPronominalagreementsingular6","NULL",3,1171,"We found a pot of flowers and we admired it.",6,"Pronominal agreement singular","pot","Full Containment"
"8129","1479097799",105,"Filler104","NULL",3,1362,"She built a house for.",104,"Filler","Filler",NA
"8130","1479097799",24,"ItemPronominalagreementsingular13","NULL",3,1552,"We found a bunch of newspapers and we took it.",13,"Pronominal agreement singular","lot","Measure Phrases"
"8131","1479097799",131,"Filler130","NULL",3,850,"We finally felt that we belonged the community.",130,"Filler","Filler",NA
"8132","1479097799",56,"ItemConfigurationParticiples45","NULL",5,2161,"She offered a dish sprinkled of strawberries to her friend. ",45,"Configuration Participles","dish","Full Containment"
"8133","1479097799",89,"ItemShapeModifier78","NULL",5,2074,"She made a circular lot of blankets on the floor.",78,"Shape Modifier","number","Measure Phrases"
"8134","1479097799",16,"ItemPronominalagreementsingular5","NULL",5,320,"We found a dish of strawberries and we took it.",5,"Pronominal agreement singular","dish","Full Containment"
"8135","1479097799",92,"ItemAbstractNoun81","NULL",4,837,"She defined a pile of concepts.",81,"Abstract Noun","pile","Collection"
"8136","1479097799",72,"ItemBreakableness61","NULL",3,462,"A pile of shirts broke.",61,"Breakableness","pile","Collections"
"8137","1479097799",77,"ItemOverflowing66","NULL",3,300,"We added so many flowers that the pot of flowers overflowed.",66,"Overflowing","pot","Full Containment"
"8138","1479097799",49,"ItemPronominalagreementplural38","NULL",4,351,"We found many clocks and we photographed them.",38,"Pronominal agreement plural","none","Quantifiers"
"8139","1479097799",119,"Filler118","NULL",3,815,"A spoonful of tapioca the medicine.",118,"Filler","Filler",NA
"8140","1479097799",20,"ItemPronominalagreementsingular9","NULL",4,277,"We found a pile of shirts and we sorted it.",9,"Pronominal agreement singular","heap","Collections"
"8141","1479097799",109,"Filler108","NULL",3,293,"They rented bicycles nearly the sea.",108,"Filler","Filler",NA
"8142","1479097799",52,"ItemConfigurationParticiples41","NULL",4,157,"She offered a dish sprinkled with strawberries to her friend.",41,"Configuration Participles","dish","Arbitrary Containments"
"8143","1479097799",12,"ItemPronominalagreementsingular1","NULL",3,243,"We found a dish with strawberries and we took it.",1,"Pronominal agreement singular","dish","Arbitary Containment"
"8144","1479097799",133,"Filler132","NULL",4,519,"He looked like a fool when he responded the question.",132,"Filler","Filler",NA
"8145","1479097799",35,"ItemPronominalagreementplural24","NULL",3,209,"We found a bucket with sponges and we grabbed them.",24,"Pronominal agreement plural","pail","Arbitary Containment"
"8146","1479097799",108,"Filler107","NULL",4,288,"We drove past a tractor nearly the farm.",107,"Filler","Filler",NA
"8147","1479097799",65,"ItemConfigurationAdjectives54","NULL",3,1835,"I noticed a pot full of flowers in the store. ",54,"Configuration Adjectives","pot","Full Containment"
"8148","1479097799",85,"ItemShapeModifier74","NULL",4,331,"She made a circular heap of blankets on the floor.",74,"Shape Modifier","heap","Collections"
"8149","1479097799",43,"ItemPronominalagreementplural32","NULL",3,282,"We found a group of llamas and we photographed them.",32,"Pronominal agreement plural","group","Collections"
"8150","1479097799",95,"ItemAbstractNoun84","NULL",4,129,"She made a group of suggestions.",84,"Abstract Noun","group","Collection"
"8151","1479097799",68,"ItemBreakableness57","NULL",4,186,"A dish of strawberries broke.",57,"Breakableness","dish","Full Containment"
"8152","1479097799",80,"ItemOverflowing69","NULL",4,219,"We added so many shirts that the pile of shirts overflowed.",69,"Overflowing","pile","Collections"
"8153","1479097799",118,"Filler117","NULL",4,128,"A basket of ornaments the tree.",117,"Filler","Filler",NA
"8154","1479097799",25,"ItemPronominalagreementsingular14","NULL",4,147,"We found a lot of bags and we stored it.",14,"Pronominal agreement singular","number","Measure Phrases"
"8155","1479097799",128,"Filler127","NULL",4,161,"At the beginning of her speech%2C she laughed a joke.",127,"Filler","Filler",NA
"8156","1479097799",15,"ItemPronominalagreementsingular4","NULL",4,328,"We found a bucket with sponges and we grabbed it.",4,"Pronominal agreement singular","pail","Arbitary Containment"
"8157","1479097799",126,"Filler125","NULL",4,643,"After jumping over the log%2C he fell a mossy rock.",125,"Filler","Filler",NA
"8158","1479097799",62,"ItemConfigurationAdjectives51","NULL",3,283,"We walked by a case full with silk handkerchiefs.",51,"Configuration Adjectives","case","Arbitrary Containments"
"8159","1479097799",32,"ItemPronominalagreementplural21","NULL",3,275,"We found a dish with strawberries and we took them.",21,"Pronominal agreement plural","dish","Arbitary Containment"
"8160","1479097799",30,"ItemPronominalagreementsingular19","NULL",3,314,"We found more chips and we brought it.",19,"Pronominal agreement singular","none","Quantifiers"
"8161","1479097799",102,"Filler101","NULL",3,286,"He gave through on us.",101,"Filler","Filler",NA
"8162","1479097799",54,"ItemConfigurationParticiples43","NULL",3,113,"We walked by a case decorated with silk handkerchiefs.",43,"Configuration Participles","case","Arbitrary Containments"
"8163","1479097799",90,"ItemShapeModifier79","NULL",3,118,"She placed a short handful of sandwiches on the table.",79,"Shape Modifier","couple","Measure Phrases"
"8164","1479097799",28,"ItemPronominalagreementsingular17","NULL",3,2416,"We found several pies and we brought it.",17,"Pronominal agreement singular","none","Quantifiers"
"8165","1479097799",93,"ItemAbstractNoun82","NULL",3,442,"She expressed a heap of thoughts.",82,"Abstract Noun","heap","Collection"
"8166","1479097799",70,"ItemBreakableness59","NULL",3,132,"A case of silk handkerchiefs broke.",59,"Breakableness","case","Full Containment"
"8167","1479097799",79,"ItemOverflowing68","NULL",3,101,"We added so many sponges that the bucket of sponges overflowed.",68,"Overflowing","pail","Full Containment"
"8168","1479097799",132,"Filler131","NULL",3,166,"In the spring%2C she emerged brightly colored rain boots.",131,"Filler","Filler",NA
"8169","1479097799",39,"ItemPronominalagreementplural28","NULL",3,314,"We found a bucket of sponges and we grabbed them.",28,"Pronominal agreement plural","pail","Full Containment"
"8170","1479097799",113,"Filler112","NULL",3,223,"He looked an article.",112,"Filler","Filler",NA
"8171","1479097799",26,"ItemPronominalagreementsingular15","NULL",3,439,"We found a handful of notepads and we moved it.",15,"Pronominal agreement singular","couple","Measure Phrases"
"8172","1479097799",110,"Filler109","NULL",4,219,"She made a loudly statement.",109,"Filler","Filler",NA
"8173","1479097799",64,"ItemConfigurationAdjectives53","NULL",5,4480,"She offered a dish full of strawberries to her friend. ",53,"Configuration Adjectives","dish","Full Containment"
"8174","1479097799",13,"ItemPronominalagreementsingular2","NULL",3,1573,"We found a pot with flowers and we admired it.",2,"Pronominal agreement singular","pot","Arbitary Containment"
"8175","1479097799",122,"Filler121","NULL",5,1421,"We decided to see to a movie.",121,"Filler","Filler",NA
"8176","1479097799",34,"ItemPronominalagreementplural23","NULL",5,530,"We found a case with silk handkerchiefs and we cleaned them.",23,"Pronominal agreement plural","case","Arbitary Containment"
"8177","1479097799",104,"Filler103","NULL",4,366,"We wrote a check under.",103,"Filler","Filler",NA
"8178","1479097799",55,"ItemConfigurationParticiples44","NULL",4,508,"A child held a bucket filled with sponges on the beach.",44,"Configuration Participles","pail","Arbitrary Containments"
"8179","1479097799",88,"ItemShapeModifier77","NULL",4,415,"She moved a tall bunch of shirts into the garage.",77,"Shape Modifier","lot","Measure Phrase"
"8180","1479097799",31,"ItemPronominalagreementsingular20","NULL",3,236,"We found some paintings and we purchased it.",20,"Pronominal agreement singular","none","Quantifiers"
"8181","1479097799",94,"ItemAbstractNoun83","NULL",4,318,"She offered a stack of ideas.",83,"Abstract Noun","stack","Collection"
"8182","1479097799",69,"ItemBreakableness58","NULL",3,314,"A pot of flowers broke.",58,"Breakableness","pot","Full Containment"
"8183","1479097799",83,"ItemOverflowing72","NULL",4,270,"We added so many llamas that the group of llamas overflowed.",72,"Overflowing","group","Collections"
"8184","1479097799",130,"Filler129","NULL",3,178,"As a surprise%2C he appeared a bouquet of flowers.",129,"Filler","Filler",NA
"8185","1479098022",3,"Acclimatization-9","NULL",3,6015,"Many people is in the kitchen.",-9,"Acclimatization",NA,NA
"8186","1479098022",4,"Acclimatization-8","NULL",6,3792,"We selected a variety of fruits and we bought them.",-8,"Acclimatization",NA,NA
"8187","1479098022",5,"Acclimatization-7","NULL",4,3314,"We saw a flower and we noticed it.",-7,"Acclimatization",NA,NA
